,CustomerID,Transaction_ID,Transaction_Date,Product_SKU,Quantity,Avg_Price,Delivery_Charges,Coupon_Status,Coupon_ID
70,17850,16717,1/1/2019,GGOEGBJR018199,4,3.61,6.5,Used,Jan-Bags
71,17850,16717,1/1/2019,GGOEGDWC020199,4,9.27,6.5,Clicked,Jan-Drinkware
72,17850,16719,1/1/2019,GGOENEBJ079499,1,153.71,6.5,Not Used,Jan-Nest-USA
73,17850,16720,1/1/2019,GGOENEBJ079499,1,153.71,6.5,Used,Jan-Nest-USA
74,17850,16720,1/1/2019,GGOENEBQ078999,1,122.77,6.5,Clicked,Jan-Nest-USA
75,17850,16721,1/1/2019,GGOENEBJ079499,1,153.71,6.5,Clicked,Jan-Nest-USA
76,17850,16722,1/1/2019,GGOENEBJ079499,1,153.71,6.5,Used,Jan-Nest-USA
77,17850,16722,1/1/2019,GGOENEBQ078999,2,122.77,6.5,Used,Jan-Nest-USA
78,17850,16723,1/1/2019,GGOENEBB078899,1,122.77,6.5,Used,Jan-Nest-USA
79,17850,16723,1/1/2019,GGOENEBQ078999,1,122.77,6.5,Not Used,Jan-Nest-USA
80,17850,16724,1/1/2019,GGOENEBB078899,1,122.77,6.5,Clicked,Jan-Nest-USA
81,17850,16725,1/1/2019,GGOENEBB078899,1,122.77,6.5,Clicked,Jan-Nest-USA
82,15291,16726,1/1/2019,GGOEGAEC029114,1,15.67,6.5,Used,Jan-Apparel
83,15291,16726,1/1/2019,GGOEGAPB058214,1,61.89,6.5,Clicked,Jan-Apparel
84,17850,16727,1/1/2019,GGOENEBB078899,1,122.77,6.5,Clicked,Jan-Nest-USA
85,17850,16731,1/1/2019,GGOENEBQ078999,2,122.77,6.5,Clicked,Jan-Nest-USA
86,14688,16732,1/1/2019,GGOENEBJ079499,1,153.71,6.5,Clicked,Jan-Nest-USA
87,14688,16733,1/1/2019,GGOENEBB078899,1,122.77,6.5,Clicked,Jan-Nest-USA
88,14688,16736,1/1/2019,GGOENEBJ079499,1,153.71,6.5,Used,Jan-Nest-USA
89,14688,16737,1/2/2019,GGOEGHPJ080110,2,19.59,6.5,Clicked,Jan-Headgear
90,14688,16738,1/2/2019,GGOEAKDH019899,2,3.29,6.5,Clicked,Jan-Lifestyle
91,14688,16739,1/2/2019,GGOENEBQ078999,1,122.77,6.5,Not Used,Jan-Nest-USA
92,14688,16740,1/2/2019,GGOENEBJ081899,1,205.3,8.7,Used,Jan-Nest-Canada
93,14688,16740,1/2/2019,GGOENEBQ081699,3,107.29,8.7,Clicked,Jan-Nest-Canada
94,14688,16741,1/2/2019,GGOENEBJ079499,1,153.71,6.5,Clicked,Jan-Nest-USA
95,14688,16742,1/2/2019,GGOEGBRD079699,1,103.15,6.5,Clicked,Jan-Backpacks
96,14688,16742,1/2/2019,GGOEGBRJ037299,1,103.15,6.5,Used,Jan-Bags
97,14688,16742,1/2/2019,GGOEGFKA022299,5,1.55,6.5,Not Used,Jan-Office
98,14688,16742,1/2/2019,GGOEGGOA017399,26,0.98,6.5,Not Used,Jan-Office
99,14688,16742,1/2/2019,GGOEGHPJ080010,2,19.59,6.5,Clicked,Jan-Headgear
100,14688,16742,1/2/2019,GGOEGHPJ080110,2,19.59,6.5,Used,Jan-Headgear
101,14688,16743,1/2/2019,GGOENEBQ081799,3,107.29,8.7,Not Used,Jan-Nest-Canada
102,14688,16744,1/2/2019,GGOENEBJ081899,1,205.3,8.7,Clicked,Jan-Nest-Canada
103,14688,16745,1/2/2019,GGOENEBB078899,1,122.77,6.5,Clicked,Jan-Nest-USA
104,14688,16747,1/2/2019,GGOEGOAB021499,1,29.91,6.5,Clicked,Jan-Office
105,17809,16747,1/2/2019,GGOEGOBG023599,1,3.08,6.5,Clicked,Jan-Office
106,15311,16748,1/2/2019,GGOENEBJ079499,1,153.71,6.5,Not Used,Jan-Nest-USA
107,15311,16749,1/2/2019,GGOEGALP036317,1,24.75,6.5,Not Used,Jan-Apparel
108,15311,16749,1/2/2019,GGOEGFKQ020399,1,2.05,6.5,Not Used,Jan-Office
109,15311,16749,1/2/2019,GGOEYFKQ020699,1,2.05,6.5,Used,Jan-Office
110,15311,16750,1/2/2019,GGOEGADB057316,1,61.89,6.5,Not Used,Jan-Apparel
111,15311,16751,1/2/2019,GGOENEBB081499,2,153.71,8.7,Used,Jan-Nest-Canada
112,15311,16751,1/2/2019,GGOENEBJ081899,2,205.3,8.7,Clicked,Jan-Nest-Canada
113,15311,16752,1/2/2019,GGOEGAEC033115,1,25.78,6.5,Clicked,Jan-Apparel
114,15311,16753,1/2/2019,GGOENEBQ079199,3,81.5,6.5,Clicked,Jan-Nest-USA
115,15311,16754,1/2/2019,GGOENEBJ079499,1,153.71,6.5,Not Used,Jan-Nest-USA
116,15311,16755,1/2/2019,GGOENEBB078899,1,122.77,6.5,Used,Jan-Nest-USA
117,15311,16756,1/2/2019,GGOENEBJ079499,1,153.71,6.5,Used,Jan-Nest-USA
118,15311,16758,1/2/2019,GGOEGDHB071999,1,28.05,6.5,Used,Jan-Drinkware
119,15311,16759,1/2/2019,GGOENEBQ078999,2,122.77,6.5,Used,Jan-Nest-USA
120,15311,16760,1/2/2019,GGOENEBB078899,2,122.77,6.5,Not Used,Jan-Nest-USA
121,15311,16761,1/2/2019,GGOENEBJ079499,1,153.71,6.5,Clicked,Jan-Nest-USA
122,15311,16762,1/2/2019,GGOENEBB078899,1,122.77,6.5,Used,Jan-Nest-USA
123,15311,16763,1/2/2019,GGOEGDWC020199,1,9.27,20.0,Clicked,Jan-Drinkware
124,15311,16763,1/2/2019,GGOEGOBG023599,1,3.08,20.0,Used,Jan-Office
125,15311,16763,1/2/2019,GGOEGOCC017599,1,4.12,20.0,Used,Jan-Office
126,15311,16763,1/2/2019,GGOEGOCR017899,1,4.12,20.0,Used,Jan-Office
127,15311,16764,1/2/2019,GGOENEBQ078999,2,122.77,6.5,Clicked,Jan-Nest-USA
128,15311,16767,1/2/2019,GGOENEBJ079499,1,153.71,6.5,Clicked,Jan-Nest-USA
129,15311,16768,1/2/2019,GGOEGFKQ020399,6,2.05,6.5,Not Used,Jan-Office
130,15311,16768,1/2/2019,GGOEGFKQ020799,4,3.61,6.5,Clicked,Jan-Office
131,15311,16768,1/2/2019,GGOEGOAQ018099,57,3.97,6.5,Clicked,Jan-Office
132,15311,16769,1/2/2019,GGOEGPJC019099,6,1.24,6.5,Clicked,Jan-Lifestyle
133,15311,16769,1/2/2019,GGOEGPJC203399,1,4.12,6.5,Clicked,Jan-Lifestyle
134,15311,16769,1/2/2019,GGOEGPXC023299,1,4.12,6.5,Clicked,Jan-Lifestyle
135,15311,16770,1/2/2019,GGOENEBJ079499,2,153.71,6.5,Clicked,Jan-Nest-USA
136,15311,16772,1/2/2019,GGOENEBB078899,3,122.77,6.5,Used,Jan-Nest-USA
137,15311,16774,1/2/2019,GGOEGAEC033114,1,20.62,6.5,Clicked,Jan-Apparel
138,15311,16774,1/2/2019,GGOEGALJ036417,1,19.8,6.5,Used,Jan-Apparel
139,15311,16774,1/2/2019,GGOEGAWR061050,1,19.8,6.5,Clicked,Jan-Apparel
140,15311,16774,1/2/2019,GGOEGAXC065655,1,31.35,6.5,Used,Jan-Apparel
141,14527,16774,1/2/2019,GGOEGAXJ065728,1,31.35,6.5,Clicked,Jan-Apparel
142,16098,16774,1/2/2019,GGOEGAXJ065755,1,31.35,6.5,Clicked,Jan-Apparel
143,16098,16774,1/2/2019,GGOEGAXL065928,1,19.8,6.5,Not Used,Jan-Apparel
144,16098,16774,1/2/2019,GGOEGAXL065955,1,19.8,6.5,Clicked,Jan-Apparel
145,16098,16774,1/2/2019,GGOENEBB078899,1,122.77,6.5,Not Used,Jan-Nest-USA
146,16098,16774,1/2/2019,GGOENEBQ078999,1,122.77,6.5,Not Used,Jan-Nest-USA
147,16098,16776,1/2/2019,GGOENEBQ079099,2,81.5,6.5,Clicked,Jan-Nest-USA
148,16098,16777,1/2/2019,GGOENEBQ079099,1,81.5,6.5,Not Used,Jan-Nest-USA
149,16098,16777,1/2/2019,GGOENEBQ079199,1,81.5,6.5,Used,Jan-Nest-USA
150,16098,16778,1/2/2019,GGOENEBJ079499,1,153.71,6.5,Used,Jan-Nest-USA
151,16098,16779,1/2/2019,GGOEAAWC062450,1,14.02,6.5,Not Used,Jan-Apparel
152,16098,16779,1/2/2019,GGOEGAAJ080614,1,16.5,6.5,Not Used,Jan-Apparel
153,16098,16779,1/2/2019,GGOEGALQ034214,1,15.67,6.5,Clicked,Jan-Apparel
154,15311,16779,1/2/2019,GGOEGDHQ015399,1,20.62,6.5,Clicked,Jan-Drinkware
155,18074,16779,1/2/2019,GGOENEBJ079499,1,153.71,6.5,Clicked,Jan-Nest-USA
156,18074,16781,1/2/2019,GGOENEBB078899,1,122.77,6.5,Clicked,Jan-Nest-USA
157,18074,16782,1/2/2019,GGOEGOBC078699,1,7.42,6.5,Used,Jan-Fun
158,18074,16783,1/2/2019,GGOENEBJ079499,1,153.71,6.5,Clicked,Jan-Nest-USA
159,18074,16784,1/2/2019,GGOEAAAB034914,1,20.62,6.5,Clicked,Jan-Apparel
160,18074,16784,1/2/2019,GGOEAAAJ032414,1,19.59,6.5,Clicked,Jan-Apparel
161,18074,16785,1/2/2019,GGOENEBJ079499,2,153.71,6.5,Clicked,Jan-Nest-USA
162,18074,16787,1/2/2019,GGOENEBJ079499,1,153.71,6.5,Used,Jan-Nest-USA
163,18074,16788,1/2/2019,GGOENEBB078899,1,122.77,6.5,Used,Jan-Nest-USA
164,18074,16789,1/2/2019,GGOENEBJ079499,1,153.71,6.5,Clicked,Jan-Nest-USA
165,18074,16790,1/2/2019,GGOENEBJ079499,1,153.71,6.5,Clicked,Jan-Nest-USA
166,18074,16791,1/2/2019,GGOENEBJ079499,2,153.71,6.5,Clicked,Jan-Nest-USA
167,18074,16792,1/2/2019,GGOENEBJ079499,1,153.71,6.5,Used,Jan-Nest-USA
168,17420,16793,1/2/2019,GGOEGAAJ080615,1,20.62,6.5,Clicked,Jan-Apparel
169,17420,16793,1/2/2019,GGOEGAAR010715,1,17.53,6.5,Not Used,Jan-Apparel
170,17420,16794,1/2/2019,GGOEGAWC062849,1,31.35,6.5,Not Used,Jan-Apparel
171,17420,16795,1/2/2019,GGOEGHPB071610,1,11.34,6.5,Clicked,Jan-Apparel
172,17420,16795,1/2/2019,GGOEWFKA083299,1,2.05,6.5,Clicked,Jan-Waze
173,17420,16796,1/2/2019,GGOENEBJ079499,1,153.71,6.5,Clicked,Jan-Nest-USA
174,17420,16797,1/2/2019,GGOENEBJ079499,2,153.71,6.5,Clicked,Jan-Nest-USA
175,16029,16798,1/2/2019,GGOENEBB078899,2,122.77,6.5,Not Used,Jan-Nest-USA
176,16029,16798,1/2/2019,GGOENEBJ079499,1,153.71,6.5,Used,Jan-Nest-USA
177,16029,16799,1/2/2019,GGOENEBQ078999,2,122.77,6.5,Not Used,Jan-Nest-USA
178,16029,16800,1/2/2019,GGOEAOBH078799,2,7.42,6.5,Not Used,Jan-Fun
179,16029,16801,1/2/2019,GGOEGFSR022099,5,1.64,6.5,Clicked,Jan-Lifestyle
180,16029,16801,1/2/2019,GGOEYHPB072210,1,9.07,6.5,Clicked,Jan-Apparel
181,16029,16802,1/2/2019,GGOENEBJ079499,1,153.71,6.5,Clicked,Jan-Nest-USA
182,16029,16802,1/2/2019,GGOENEBQ079199,5,81.5,6.5,Used,Jan-Nest-USA
183,16250,16803,1/2/2019,GGOENEBB078899,1,122.77,6.5,Not Used,Jan-Nest-USA
184,16250,16803,1/2/2019,GGOENEBJ079499,4,153.71,6.5,Clicked,Jan-Nest-USA
185,16250,16804,1/2/2019,GGOENEBJ079499,2,153.71,6.5,Used,Jan-Nest-USA
186,16250,16804,1/2/2019,GGOENEBQ079099,2,81.5,6.5,Not Used,Jan-Nest-USA
187,16250,16805,1/2/2019,GGOEYAQB073215,1,46.21,6.5,Clicked,Jan-Apparel
188,16250,16806,1/2/2019,GGOENEBJ079499,1,153.71,6.5,Clicked,Jan-Nest-USA
189,16250,16808,1/2/2019,GGOENEBJ079499,1,153.71,6.5,Clicked,Jan-Nest-USA
190,16250,16809,1/2/2019,GGOENEBB078899,1,122.77,6.5,Clicked,Jan-Nest-USA
191,16250,16811,1/2/2019,GGOENEBQ078999,2,122.77,6.5,Clicked,Jan-Nest-USA
192,16250,16812,1/2/2019,GGOEGBMB073799,1,16.5,17.96,Clicked,Jan-Bags
193,16250,16812,1/2/2019,GGOEGDHG082499,1,11.54,17.96,Clicked,Jan-Google
194,16250,16812,1/2/2019,GGOEGFSR022099,1,1.64,17.96,Used,Jan-Lifestyle
195,16250,16812,1/2/2019,GGOEGHGH019699,1,2.89,17.96,Used,Jan-Lifestyle
196,16250,16812,1/2/2019,GGOEGHGT019599,1,2.89,17.96,Used,Jan-Lifestyle
197,12431,16813,1/2/2019,GGOEYAFB073114,1,46.21,6.5,Used,Jan-Apparel
198,12431,16814,1/2/2019,GGOENEBQ079199,1,81.5,6.5,Clicked,Jan-Nest-USA
199,12431,16815,1/2/2019,GGOENEBB078899,2,122.77,6.5,Clicked,Jan-Nest-USA
200,12431,16816,1/2/2019,GGOENEBJ079499,2,153.71,6.5,Used,Jan-Nest-USA
201,12431,16817,1/2/2019,GGOENEBJ079499,1,153.71,6.5,Clicked,Jan-Nest-USA
202,12431,16817,1/2/2019,GGOENEBQ079199,3,81.5,6.5,Used,Jan-Nest-USA
203,12431,16818,1/2/2019,GGOENEBQ078999,1,122.77,6.5,Used,Jan-Nest-USA
204,12431,16819,1/3/2019,GGOENEBJ079499,1,153.71,6.5,Clicked,Jan-Nest-USA
205,12431,16819,1/3/2019,GGOENEBQ079199,1,81.5,6.5,Clicked,Jan-Nest-USA
206,12431,16820,1/3/2019,GGOEGADJ059714,1,61.89,6.5,Clicked,Jan-Apparel
207,12431,16820,1/3/2019,GGOEYAEJ033516,1,28.88,6.5,Clicked,Jan-Apparel
208,12431,16822,1/3/2019,GGOENEBQ079099,3,102.13,6.5,Clicked,Jan-Nest-USA
209,12431,16823,1/3/2019,GGOENEBJ079499,4,153.71,6.5,Clicked,Jan-Nest-USA
210,12431,16825,1/3/2019,GGOENEBB078899,1,122.77,6.5,Clicked,Jan-Nest-USA
211,17511,16826,1/3/2019,GGOENEBJ079499,1,153.71,6.5,Used,Jan-Nest-USA
212,17511,16829,1/3/2019,GGOEADWQ015699,1,10.72,6.5,Clicked,Jan-Drinkware
213,17511,16829,1/3/2019,GGOEGBRJ037299,1,82.52,6.5,Clicked,Jan-Bags
214,17511,16830,1/3/2019,GGOENEBJ079499,1,153.71,6.5,Used,Jan-Nest-USA
215,17511,16832,1/3/2019,GGOEGADJ059413,1,61.89,6.5,Clicked,Jan-Apparel
216,17511,16833,1/3/2019,GGOENEBJ079499,1,153.71,6.5,Not Used,Jan-Nest-USA
217,17511,16834,1/3/2019,GGOEAFKQ020599,1,2.47,6.5,Used,Jan-Office
218,17511,16834,1/3/2019,GGOEGALL074615,1,14.02,6.5,Not Used,Jan-Apparel
219,17511,16834,1/3/2019,GGOEGAXC065255,1,14.02,6.5,Used,Jan-Apparel
220,17511,16834,1/3/2019,GGOEGAXH065330,1,14.02,6.5,Clicked,Jan-Apparel
221,17511,16834,1/3/2019,GGOEGFKQ020399,1,1.64,6.5,Clicked,Jan-Office
222,17511,16835,1/3/2019,GGOENEBQ078999,1,122.77,6.5,Clicked,Jan-Nest-USA
223,17511,16836,1/3/2019,GGOENEBJ079499,2,153.71,6.5,Used,Jan-Nest-USA
224,17511,16836,1/3/2019,GGOENEBQ079199,2,81.5,6.5,Clicked,Jan-Nest-USA
225,17511,16837,1/3/2019,GGOENEBQ078999,1,122.77,6.5,Used,Jan-Nest-USA
226,17511,16838,1/3/2019,GGOEAHPJ004314,1,18.15,6.5,Used,Jan-Headgear
227,17511,16840,1/3/2019,GGOEYDHJ019399,2,6.59,24.47,Clicked,Jan-Drinkware
228,17511,16840,1/3/2019,GGOEYFKQ020699,4,1.64,24.47,Used,Jan-Office
229,17511,16840,1/3/2019,GGOEYHPB072210,3,9.07,24.47,Used,Jan-Apparel
230,17511,16840,1/3/2019,GGOEYOLR018699,2,5.77,24.47,Used,Jan-Office
231,17511,16842,1/3/2019,GGOENEBJ079499,2,153.71,6.5,Clicked,Jan-Nest-USA
232,17511,16843,1/3/2019,GGOEGHGC019799,1,3.61,6.5,Clicked,Jan-Lifestyle
233,17511,16843,1/3/2019,GGOEGHGH019699,1,3.61,6.5,Clicked,Jan-Lifestyle
234,17511,16843,1/3/2019,GGOEGHGT019599,1,3.61,6.5,Used,Jan-Lifestyle
235,17548,16844,1/3/2019,GGOENEBQ078999,1,122.77,6.5,Clicked,Jan-Nest-USA
236,17548,16846,1/3/2019,GGOENEBJ079499,2,153.71,6.5,Used,Jan-Nest-USA
237,17548,16846,1/3/2019,GGOEWFKA083299,3,1.64,6.5,Clicked,Jan-Waze
238,17548,16847,1/3/2019,GGOENEBB078899,1,122.77,6.5,Not Used,Jan-Nest-USA
239,17548,16848,1/3/2019,GGOEGFKQ020399,1,2.05,6.5,Clicked,Jan-Office
240,17548,16848,1/3/2019,GGOEGOXQ016399,1,2.05,6.5,Clicked,Jan-Office
241,17548,16848,1/3/2019,GGOEYFKQ020699,1,2.05,6.5,Used,Jan-Office
242,13705,16848,1/3/2019,GGOEYHPB072210,1,11.34,6.5,Used,Jan-Apparel
243,13705,16848,1/3/2019,GGOEYOLR018699,1,7.21,6.5,Clicked,Jan-Office
244,13705,16849,1/3/2019,GGOENEBQ078999,1,122.77,6.5,Clicked,Jan-Nest-USA
245,13705,16851,1/3/2019,GGOENEBJ079499,2,153.71,6.5,Used,Jan-Nest-USA
246,13705,16852,1/3/2019,GGOEAFKQ020499,1,1.64,6.5,Not Used,Jan-Office
247,13705,16852,1/3/2019,GGOEGDHC018299,2,2.47,6.5,Clicked,Jan-Drinkware
248,13705,16852,1/3/2019,GGOEGKAA019299,2,1.64,6.5,Used,Jan-Office
249,13705,16853,1/3/2019,GGOENEBB078899,1,122.77,6.5,Used,Jan-Nest-USA
250,13705,16854,1/3/2019,GGOENEBJ079499,4,153.71,6.5,Clicked,Jan-Nest-USA
251,13705,16856,1/3/2019,GGOENEBQ079099,1,81.5,6.5,Not Used,Jan-Nest-USA
252,13747,16857,1/3/2019,GGOENEBJ079499,1,153.71,6.5,Clicked,Jan-Nest-USA
253,13408,16858,1/3/2019,GGOEGAEB027815,1,14.02,6.5,Used,Jan-Apparel
254,13408,16858,1/3/2019,GGOEGAEQ027914,1,14.02,6.5,Used,Jan-Apparel
255,13408,16859,1/3/2019,GGOENEBJ079499,1,153.71,6.5,Clicked,Jan-Nest-USA
256,13408,16860,1/3/2019,GGOENEBB081499,1,153.71,8.7,Clicked,Jan-Nest-Canada
257,13408,16861,1/3/2019,GGOENEBQ078999,1,122.77,6.5,Used,Jan-Nest-USA
258,13408,16863,1/3/2019,GGOENEBJ079499,1,153.71,6.5,Used,Jan-Nest-USA
259,13408,16865,1/3/2019,GGOEADWQ015699,6,10.72,35.96,Clicked,Jan-Drinkware
260,13408,16865,1/3/2019,GGOEGBRJ037299,1,82.52,35.96,Clicked,Jan-Bags
261,13408,16865,1/3/2019,GGOENEBQ079199,1,81.5,35.96,Used,Jan-Nest-USA
262,13408,16866,1/3/2019,GGOEGBRC021399,1,27.84,6.5,Clicked,Jan-Lifestyle
263,13408,16867,1/3/2019,GGOEGHPJ080310,10,15.67,18.47,Not Used,Jan-Headgear
264,13767,16868,1/3/2019,GGOEGDWC020199,2,7.42,6.5,Used,Jan-Drinkware
265,13767,16868,1/3/2019,GGOEGFYQ016599,1,1.64,6.5,Not Used,Jan-Drinkware
266,13767,16868,1/3/2019,GGOEGOXQ016399,1,1.64,6.5,Clicked,Jan-Office
267,13767,16869,1/3/2019,GGOENEBJ079499,1,153.71,6.5,Used,Jan-Nest-USA
268,13767,16869,1/3/2019,GGOENEBQ079099,2,81.5,6.5,Used,Jan-Nest-USA
269,13767,16870,1/3/2019,GGOENEBJ079499,1,153.71,6.5,Used,Jan-Nest-USA
270,13767,16871,1/3/2019,GGOENEBJ079499,1,153.71,6.5,Clicked,Jan-Nest-USA
271,13767,16872,1/3/2019,GGOENEBJ079499,1,153.71,6.5,Not Used,Jan-Nest-USA
272,13767,16874,1/3/2019,GGOENEBB078899,2,122.77,6.5,Clicked,Jan-Nest-USA
273,13767,16875,1/3/2019,GGOENEBJ079499,1,153.71,6.5,Clicked,Jan-Nest-USA
274,13767,16876,1/3/2019,GGOENEBJ079499,1,153.71,6.5,Used,Jan-Nest-USA
275,13767,16877,1/3/2019,GGOEGBJR018199,4,2.89,28.78,Clicked,Jan-Bags
